practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,key_resp_2.keys,key_resp_4.keys,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,IRI_20,IRI_FL_20,space_20,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mis amigas se reunieron en la escuela para ir a jugar fútbol,0,0,1,0,f,0,209,Jugaron béisbol mis amigas.  ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,38,,,,,,,,,,,,,,,,,,0.751184104999993,0.7396077970042825,0.751184104999993,0.2833165899501182,0.25066706200595945,1.0345006949501112,0.28428294003242627,0.25467713800026104,1.3187836349825375,0.35105462500359863,0.32200933201238513,1.669838259986136,0.35124161501880735,0.32200982997892424,2.0210798750049435,1.1865592829999514,1.1587020669830963,3.207639158004895,0.6021359449950978,0.5692832249915227,3.8097751029999927,0.6509259199956432,0.6222394700162113,4.460701022995636,2.5571706519695,2.5288393179653212,7.017871674965136,0.35095613298472017,0.32254267000826076,7.368827807949856,0.25052369001787156,0.22148019500309601,7.6193514979677275,0.2674175350111909,0.23905271798139438,7.886769032978918,,,,,,,,,,,,,,f,1,0.5728283899952658,j,1,1.40404315298656,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Después de lavar la ropa Antonio prepara la cena,0,0,1,0,j,0,215,Antonio hace varios deberes por la noche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,44,,,,,,,,,,,,,,,,,,0.5676529600168578,0.5496247570263222,0.5676529600168578,0.20056973298778757,0.17066985002020374,0.7682226930046454,0.1841861570137553,0.15441921999445185,0.9524088500184007,0.2664154840167612,0.23556207999354228,1.2188243340351619,0.3177844010060653,0.2870213810238056,1.5366087350412272,0.23418192396638915,0.20489339000778273,1.7707906590076163,0.26663414598442614,0.23412763798842207,2.0374248049920425,0.48413912404794246,0.46994279796490446,2.521563929039985,0.38587281899526715,0.35532977001275867,2.907436748035252,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5350458759930916,f,0,1.7434343789936975,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Elena colocó la tarea que la Sra. Sánchez le dejó encima de su mesa en su cuaderno sin mirar la nota,1,1,1,0,j,1,16,A Elena no le importó su nota.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,15,,,,,,,,,,,,,,,,,,2.722886115021538,2.706189531018026,2.722886115021538,0.23445170698687434,0.2009940730058588,2.9573378220084123,0.26747414498822764,0.2389729249989614,3.22481196699664,0.26736508501926437,0.23522564297309145,3.4921770520159043,0.2506186999962665,0.2221780780237168,3.742795752012171,0.3167811200255528,0.2891989540075883,4.059576872037724,0.38494145998265594,0.3553980300202966,4.44451833202038,0.28390238498104736,0.25470892194425687,4.728420717001427,0.45175630500307307,0.41867179999826476,5.1801770220045,0.31760559999383986,0.28862594795646146,5.49778262199834,0.3168095950386487,0.2884924600366503,5.814592217036989,0.36786569497780874,0.3346621899981983,6.182457912014797,0.4182874350226484,0.38894590496784076,6.600745347037446,,,,0.3504371629678644,0.32231143495300785,6.95118251000531,,,,,j,1,0.506200561998412,f,1,1.5424166650045663,,,,0.6014941150206141,0.5728700999752618,7.552676625025924,0.50106139696436,0.4720770270214416,8.053738021990284,0.31668666104087606,0.2841263970476575,8.37042468303116,0.21813459700206295,0.189398737042211,8.588559280033223,0.3179713849676773,0.2896464189980179,8.9065306650009,None,None,0.2505846000276506,0.22259659500559792,9.157115265028551,,0.33424764999654144,0.3054162049666047,9.491362915025093,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_left,La profesora dejó la galleta que compró en el mercado en su cartera durante la clase,1,1,1,0,f,1,13,La galleta estaba en la cartera durante la clase.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,12,,,,,,,,,,,,,,,,,,0.5338830329710618,0.5154720019781962,0.5338830329710618,0.21629959502024576,0.18816047703148797,0.7501826279913075,0.23504399502417073,0.20559465797850862,0.9852266230154783,0.28376619197661057,0.2557050479808822,1.2689928149920888,0.30129273800412193,0.27258980204351246,1.5702855529962108,0.24989913497120142,0.22160715202335268,1.8201846879674122,0.35102769499644637,0.3222153920214623,2.1712123829638585,0.5186948100454174,0.48958142002811655,2.689907193009276,0.5674911550013348,0.5387294529937208,3.257398348010611,0.2841796120046638,0.2545707899844274,3.5415779600152746,0.23379388998728245,0.2041835499694571,3.775371850002557,0.2344724049908109,0.20653744495939463,4.009844254993368,0.3672876349883154,0.3386204320122488,4.377131889981683,,,,0.33459252503234893,0.3020925670280121,4.711724415014032,,,,,f,1,0.5737275180290453,f,1,2.4395669349469244,,,,0.6015271279611625,0.5693831520038657,5.313251542975195,0.3676213950384408,0.33971755002858117,5.680872938013636,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_right,Mientras el padre leía la biblia antigua se partió en dos ,1,1,0,0,j,0,7,La biblia se quedó intacta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,6,,,,,,,,,,,,,,,,,,0.7175675650360063,0.7059302550042048,0.7175675650360063,0.2669144529500045,0.23855655797524378,0.9844820179860108,0.30139301205053926,0.27167801500763744,1.28587503003655,0.35055740299867466,0.32153655000729486,1.6364324330352247,0.2832913569873199,0.2543218669597991,1.9197237900225446,0.2517452599713579,0.219210320035927,2.1714690499939024,0.2504475830355659,0.22163252299651504,2.4219166330294684,0.30045505199814215,0.2717964770272374,2.7223716850276105,0.28451676497934386,0.2521301000379026,3.0068884500069544,0.2842555600218475,0.25493520201416686,3.291144010028802,0.5173453579773195,0.48768757499055937,3.8084893680061214,,,,,,,,,,,,,,,,,j,1,1.2410735749872401,j,1,2.26105126994662,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_left,La familia tenía una mesa antigua en el porche de su casa,0,0,0,0,f,0,201,La mesa antigua está en el comedor.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,30,,,,,,,,,,,,,,,,,,0.6691052849637344,0.6599542640033178,0.6691052849637344,0.21725815703393891,0.18849039496853948,0.8863634419976734,0.23394379299134016,0.20482734200777486,1.1203072349890135,0.2341856699786149,0.20177750301081687,1.3544929049676284,0.23350621003191918,0.20518244500271976,1.5879991149995476,0.2676582519779913,0.2394652499933727,1.855657366977539,0.41745628498028964,0.3884058699477464,2.2731136519578286,0.5519135899958201,0.5224424280459061,2.8250272419536486,0.3331135430489667,0.3043661799747497,3.1581407850026153,0.3521338969585486,0.32183881499804556,3.510274681961164,0.4676003530039452,0.4392142769647762,3.977875034965109,0.4007050220388919,0.3672986250021495,4.378580057004001,,,,,,,,,,,,,,f,1,0.606673235015478,j,1,2.711928401957266,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,The boy,0,0,0,1,f,0,314,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.43518610001774505,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,B,congruent_left,Las chicas acomodaron la ropa que sus padres les dejaron en su cuarto dentro del clóset antes de dormir,1,1,0,0,f,0,36,Los padres doblaron la ropa para sus hijas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,15,,,,,,,,,,,,,,,,,,0.5829083730350249,0.5658361339592375,0.5829083730350249,0.16753410996170714,0.13856116501847282,0.750442482996732,0.20138034503906965,0.16780870803631842,0.9518228280358016,0.3340343050076626,0.30232605803757906,1.2858571330434643,0.3507021549739875,0.3243671400123276,1.6365592880174518,0.38453294202918187,0.33902339002816007,2.0210922300466336,0.3842058229492977,0.35133586695883423,2.4052980529959314,0.4513468350050971,0.41859767003916204,2.8566448880010284,0.3172146970173344,0.2886919929878786,3.173859585018363,0.6012356400024146,0.5682172299711965,3.7750952250207774,0.3679242579964921,0.3384940919931978,4.1430194830172695,0.38462103699566796,0.35216895502526313,4.5276405200129375,0.31779806001577526,0.2883419720456004,4.845438580028713,,,,0.3002607200178318,0.2737331800162792,5.1456993000465445,,,,,f,1,0.5355735630146228,f,1,1.9588313509593718,,,,0.3849131729803048,0.3554945819778368,5.530612473026849,0.28396884200628847,0.2562682150164619,5.814581315033138,0.30014021799433976,0.2508472729823552,6.114721533027478,0.3347946249996312,0.30512854194967076,6.449516158027109,0.3842400700086728,0.35525603796122596,6.8337562280357815,None,None,,,,,,,,space,39.78834213304799,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,B,single_left,Mi celular se me rompió cuando se me cayó al piso,0,0,0,1,f,0,252,Mi celular ya está roto.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,51,,,,,,,,,,,,,,,,,,0.6009216629900038,0.5915639250306413,0.6009216629900038,0.2503712499747053,0.22155139001552016,0.8512929129647091,0.21746162505587563,0.18691258697072044,1.0687545380205847,0.23481516196625307,0.20571944495895877,1.3035696999868378,0.24929103499744087,0.2205613519763574,1.5528607349842787,0.31842636002693325,0.28895689197815955,1.871287095011212,0.5338377529988065,0.5046601599897258,2.4051248480100185,0.40123456000583246,0.3713638029876165,2.806359408015851,0.38499013194814324,0.3512550450395793,3.191349539963994,0.23377364501357079,0.20530815998790786,3.425123184977565,0.3508385280147195,0.32261409400962293,3.7759617129922844,,,,,,,,,,,,,,,,,f,1,0.4557282400201075,f,1,2.0928081200108863,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,B,congruent_right,Daniel metió el abrigo que su pareja dejó en la maleta en el clóset cuando regresaron,1,1,0,0,j,0,33,La pareja llevó un abrigo en su equipaje.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,12,,,,,,,,,,,,,,,,,,0.5831334250397049,0.56659307499649,0.5831334250397049,0.18448268697829917,0.15540229296311736,0.7676161120180041,0.21706651500426233,0.1881758919917047,0.9846826270222664,0.7848326010280289,0.7550601030234247,1.7695152280502953,1.47125415696064,1.4433451250079088,3.2407693850109354,0.6182814399944618,0.5888182199560106,3.859050825005397,0.5185327570070513,0.49033172195777297,4.3775835820124485,0.6682422530138865,0.6402283780043945,5.045825835026335,0.5174401620170102,0.47241546300938353,5.563265997043345,0.4181857749936171,0.3885984170483425,5.981451772036962,0.40032171801431105,0.3708751670201309,6.381773490051273,0.41864463000092655,0.39849401998799294,6.8004181200522,0.3844594999682158,0.34110530698671937,7.184877620020416,,,,0.3176661100005731,0.27278755500447005,7.502543730020989,,,,,j,1,0.5905312170507386,f,1,4.199670498026535,,,,0.3337446200312115,0.30462972703389823,7.8362883500522,0.3007781369960867,0.2719495079945773,8.137066487048287,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,The girl,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.557846148032695,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,B,congruent_left,La empleada guardó los documentos que recibió en el buzón en una carpeta después de revisarlos,1,1,0,0,f,0,32,La empleada revisó los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,11,,,,,,,,,,,,,,,,,,0.5175928819808178,0.5008798969793133,0.5175928819808178,0.23355061799520627,0.20474268804537132,0.751143499976024,0.2509554370190017,0.22181473497767001,1.0020989369950257,0.3841218930319883,0.3555613700300455,1.386220830027014,0.35090379999019206,0.32364166900515556,1.737124630017206,0.38365304499166086,0.3507706679520197,2.120777675008867,0.40234730998054147,0.3737926770118065,2.5231249849894084,0.2663445870275609,0.23750680504599586,2.7894695720169693,0.33482220297446474,0.3020474120276049,3.124291774991434,0.25059176003560424,0.22120877704583108,3.3748835350270383,0.2505200619925745,0.22123234200989828,3.625403597019613,0.333891868009232,0.3019120719982311,3.9592954650288448,0.35090712999226525,0.3213664300274104,4.31020259502111,,,,0.46787967497948557,0.43831190798664466,4.778082270000596,,,,,f,1,0.5189782500383444,f,1,1.6594481699867174,,,,0.43443616502918303,0.4063921379856765,5.212518435029779,0.401266745000612,0.371549635019619,5.613785180030391,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,B,congruent_left,La arquitecta guardó los planos en su bolsa,0,0,0,0,f,0,231,Los planos están en el archivero.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,30,,,,,,,,,,,,,,,,,,1.8042183970101178,1.794109977025073,1.8042183970101178,0.4003417099593207,0.3719728799769655,2.2045601069694385,0.3013116780202836,0.2722448550048284,2.505871784989722,0.5173613050137646,0.4855917699751444,3.0232330900034867,0.418028489977587,0.3901299220160581,3.4412615799810737,0.3163068279973231,0.2862684350111522,3.757568407978397,0.45261048700194806,0.42351484700338915,4.210178894980345,1.2530649920227006,1.224190117965918,5.4632438870030455,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,j,1,7.394438420014922,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,B,congruent_right,Mientras el maestro tocaba el violín resonaba por todo el salón,1,1,0,0,j,0,25,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,4,,,,,,,,,,,,,,,,,,0.9016097449930385,0.8864843770279549,0.9016097449930385,0.31759526196401566,0.2879962149891071,1.2192050069570541,0.6186846600030549,0.5903003650018945,1.837889666960109,1.0527487600338645,1.0239499229937792,2.8906384269939736,0.4179537449963391,0.38459120801417157,3.3085921719903126,0.4007309749722481,0.3721518579986878,3.7093231469625607,0.868923538015224,0.8363490250194445,4.578246684977785,1.5878839020151645,1.5548276049667038,6.166130586992949,0.7188159649958834,0.6902696820325218,6.884946551988833,0.8183676350163296,0.7873184300260618,7.703314187005162,0.6019746999954805,0.5729969120002352,8.305288887000643,,,,,,,,,,,,,,,,,j,1,0.6570329669630155,f,0,1.8556058099493384,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Los chicos pusieron el pollo que su mamá preparó en el horno en la mesa antes de comer,1,1,1,0,f,1,39,La mamá preparó la comida en la mesa.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,18,,,,,,,,,,,,,,,,,,2.739196830021683,2.7243592099985108,2.739196830021683,0.3006543220253661,0.26990053802728653,3.0398511520470493,0.25077348796185106,0.22158928000135347,3.2906246400089003,0.2665756570058875,0.23637658497318625,3.557200297014788,0.2689765579998493,0.23920258099678904,3.826176855014637,0.28396854002494365,0.25561376998666674,4.110145395039581,0.3336256499751471,0.3041595250251703,4.443771045014728,0.3683105169911869,0.3393719799933024,4.812081562005915,0.366796525020618,0.33972110401373357,5.178878087026533,0.3350241099833511,0.30566846998408437,5.513902197009884,0.33408445300301537,0.30615201999899,5.847986650012899,0.2669313049991615,0.2399535629665479,6.114917955012061,0.2512626050156541,0.20592733001103625,6.366180560027715,,,,0.3841023650020361,0.351991102041211,6.750282925029751,,,,,f,1,1.4933054459979758,j,1,3.2632811079965904,,,,0.3010987649904564,0.2680414299829863,7.051381690020207,0.36758892197394744,0.33894277998479083,7.418970611994155,0.30098178004845977,0.2717595479916781,7.7199523920426145,0.31671449495479465,0.29007744399132207,8.03666688699741,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Cuando la artista pintó el cuadro cayó de la pared,1,1,1,0,f,1,27,El cuadro está colgado firmemente.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,6,,,,,,,,,,,,,,,,,,0.9185095999855548,0.9072771209757775,0.9185095999855548,0.5174825350404717,0.4887106270180084,1.4359921350260265,0.6020355100044981,0.572827733005397,2.0380276450305246,0.9019808649900369,0.86953258496942,2.9400085100205615,0.5853190799825825,0.5567747500026599,3.525327590003144,0.6686538599897176,0.6354682819801383,4.193981449992862,0.4676706280442886,0.4355813050060533,4.66165207803715,0.4173946069786325,0.3888098199968226,5.079046685015783,0.38492731796577573,0.3388653779984452,5.463974002981558,0.34965935500804335,0.32028603000799194,5.813633357989602,,,,,,,,,,,,,,,,,,,,f,1,0.8059258100111037,j,1,1.5415681920130737,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Antes de servir la comida el mesero rellenó las copas,0,0,1,0,j,0,245,El mesero era muy atento con los clientes.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,44,,,,,,,,,,,,,,,,,,0.5505736580234952,0.5372473579482175,0.5505736580234952,0.2174109920160845,0.188320872024633,0.7679846500395797,0.2511237599537708,0.22219070995924994,1.0191084099933505,0.2332840400049463,0.20512887503718957,1.2523924499982968,0.3009180930093862,0.2668872280046344,1.553310543007683,0.3174132470157929,0.2890222570276819,1.8707237900234759,0.434775372967124,0.4065110220108181,2.3054991629906,0.43338936602231115,0.40307421499164775,2.738888529012911,0.30157973599852994,0.27176745497854427,3.040468265011441,0.4345435400027782,0.4059464449528605,3.475011805014219,,,,,,,,,,,,,,,,,,,,j,1,0.5529113620286807,f,1,2.460711244959384,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,B,single_left,La estudiante se encontró con su profesora para calmar su preocupación ,0,0,0,1,f,0,260,La profesora estaba muy preocupada.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,59,,,,,,,,,,,,,,,,,,0.5344160700333305,0.519455875037238,0.5344160700333305,0.23328493296867236,0.20421308500226587,0.7677010030020028,0.21724337502382696,0.1878482599859126,0.9849443780258298,0.23453887196956202,0.20124560198746622,1.2194832499953918,0.23376613802975044,0.2051761450129561,1.4532493880251423,0.3838907149620354,0.35478319198591635,1.8371401029871777,0.2842749300180003,0.2549449619837105,2.121415033005178,0.2845155170070939,0.25484144495567307,2.405930550012272,0.2510445429943502,0.22234696702798828,2.656975093006622,0.21676770702470094,0.18763572198804468,2.873742800031323,0.3512646699673496,0.3218870149576105,3.2250074699986726,,,,,,,,,,,,,,,,,f,1,0.405751662037801,j,0,2.376715177029837,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,The girl,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4352986449957825,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,B,single_right,Subí la escalera para irme a dormir,0,0,0,1,j,0,250,Mi cuarto de dormir está en la planta baja.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,49,,,,,,,,,,,,,,,,,,0.8002906159963459,0.7874126459937543,0.8002906159963459,0.45255854696733877,0.4184684429783374,1.2528491629636846,0.4340256020077504,0.4226109600276686,1.686874764971435,0.2832892980077304,0.2538590970216319,1.9701640629791655,0.30110837501706555,0.26921094598947093,2.271272437996231,0.33399255899712443,0.30179105600109324,2.6052649969933555,0.3021090360125527,0.2565132800373249,2.907374033005908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5350861719925888,j,1,3.380657181958668,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,B,congruent_right,Cuando el escultor terminó la obra tenía tres metros  de altura,1,1,0,0,j,0,29,La estatua era muy alta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,8,,,,,,,,,,,,,,,,,,0.56743848498445,0.556881943019107,0.56743848498445,0.3509938800125383,0.3178652779897675,0.9184323649969883,0.2839115699753165,0.25519354501739144,1.2023439349723049,0.2842791079892777,0.25164548301836476,1.4866230429615825,0.2672769870259799,0.23812917701434344,1.7539000299875624,0.7192925029667094,0.6891558230272494,2.473192532954272,0.5844793750438839,0.5554337700014003,3.057671907998156,0.5179737219586968,0.4851697569829412,3.5756456299568526,0.4178272480494343,0.38778721500420943,3.993472878006287,0.7012268649996258,0.6682113030110486,4.694699743005913,0.4017882499611005,0.37214268697425723,5.096487992967013,,,,,,,,,,,,,,,,,j,1,0.7244176319800317,f,1,4.3287606600206345,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,B,congruent_right,Después de hacer la tarea Pilar volvió a jugar videojuegos,0,0,0,0,j,0,241,A Pilar le gustan los videojuegos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,40,,,,,,,,,,,,,,,,,,0.7348185619921423,0.7264195109601133,0.7348185619921423,0.2343643349595368,0.20598243700806051,0.9691828969516791,0.2503226100234315,0.2223571669892408,1.2195055069751106,0.26702737499726936,0.22192570695187896,1.48653288197238,0.25105471501592547,0.22366540296934545,1.7375875969883054,0.2337033500079997,0.18431352701736614,1.9712909469963051,0.38443619798636064,0.3558048469712958,2.3557271449826658,0.6847348699811846,0.6572618780191988,3.0404620149638504,0.7861345899873413,0.757425140007399,3.8265966049511917,0.3506654520169832,0.3217128969845362,4.177262056968175,,,,,,,,,,,,,,,,,,,,j,1,0.6738340220181271,f,1,2.7417051779921167,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,The girl,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4888103649718687,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,B,congruent_left,Cuando la participante adivinó la respuesta apareció en la pantalla,1,1,0,0,f,0,28,La participante está en un concurso.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,7,,,,,,,,,,,,,,,,,,0.6007477579987608,0.5875179630238563,0.6007477579987608,0.2494095020228997,0.22043722798116505,0.8501572600216605,0.284935673000291,0.25481502496404573,1.1350929330219515,0.2843314799829386,0.2515790699981153,1.41942441300489,0.31796152697643265,0.2882684849901125,1.7373859399813227,0.3506695100222714,0.32213901705108583,2.088055450003594,0.3499996699974872,0.32077689695870504,2.4380551200010814,0.3686571180005558,0.3392016479629092,2.806712238001637,0.484520761994645,0.4553398399730213,3.291232999996282,0.4679269180051051,0.4357222120161168,3.7591599180013873,,,,,,,,,,,,,,,,,,,,f,1,0.5402111019939184,f,1,7.709019533009268,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
