practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,key_resp_2.rt,session,participant,level,frameRate,expName,date,group,
,,1,,,Verdadero,Falso,f,B,congruent_right,Después de hacer la tarea Pilar volvió a jugar videojuegos,0,0,0,0,j,0,241,A Pilar le gustan los videojuegos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,40,,,,,,,,,,,,,,,,,,0.716536045074,0.684732913971,0.716536045074,0.302395105362,0.254439115524,1.01893115044,0.249754905701,0.204069137573,1.26868605614,0.28467297554,0.238295078278,1.55335903168,0.267460107803,0.223165988922,1.82081913948,0.250528812408,0.204668045044,2.07134795189,0.25036907196,0.203680038452,2.32171702385,0.384078025818,0.336855888367,2.70579504967,0.266845941544,0.202131986618,2.97264099121,0.250972986221,0.203387975693,3.22361397743,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.536794900894,f,1,2.02355098724,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_left,The girl,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.755801916122,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_left,The girl,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.490483045578,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_right,Daniel metió el abrigo que su pareja dejó en la maleta en el clóset cuando regresaron,1,1,0,0,j,0,33,La pareja llevó un abrigo en su equipaje.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,12,,,,,,,,,,,,,,,,,,0.64967083931,0.600942134857,0.64967083931,0.367875099182,0.270485877991,1.01754593849,0.267152070999,0.186741828918,1.28469800949,0.334670782089,0.25458407402,1.61936879158,0.217258214951,0.138029098511,1.83662700653,0.251111984253,0.171956062317,2.08773899078,0.251253843307,0.189096927643,2.33899283409,0.249577999115,0.186553001404,2.58857083321,0.268321037292,0.206358909607,2.8568918705,0.267658948898,0.185286998749,3.1245508194,0.233214139938,0.154145956039,3.35776495934,0.250628948212,0.171334981918,3.60839390755,0.267464876175,0.184060096741,3.87585878372,0.250495195389,0.167346954346,4.12635397911,,,,0.23446393013,0.171844005585,4.36081790924,0.283427000046,0.200299024582,4.64424490929,,,,,j,1,0.555658102036,f,1,2.42734408379,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_right,El padre metió las copas sucias que su hija dejó en la mesa en el lavaplatos cuando acabó de comer,1,1,0,0,j,0,37,El padre limpió la mesa después de la comida.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,16,,,,,,,,,,,,,,,,,,0.734225988388,0.678221940994,0.734225988388,0.35014295578,0.286436080933,1.08436894417,0.250653028488,0.169041872025,1.33502197266,0.302016973495,0.219180107117,1.63703894615,0.282936096191,0.21674489975,1.91997504234,0.267699956894,0.203276157379,2.18767499924,0.267680168152,0.204874992371,2.45535516739,0.301109790802,0.217961788177,2.75646495819,0.283600091934,0.222848892212,3.04006505013,0.250711917877,0.15382194519,3.290776968,0.316482067108,0.218453168869,3.60725903511,0.302525043488,0.237743854523,3.9097840786,0.333728075027,0.2508020401,4.24351215363,0.234355926514,0.150832176208,4.47786808014,,,,0.249342918396,0.168833017349,4.72721099854,0.302133083344,0.238467931747,5.02934408188,,,,,j,1,0.60199713707,f,1,2.24036884308,,,,None,None,0.283030033112,0.205621957779,5.31237411499,0.300205945969,0.218343019485,5.61258006096,0.301983118057,0.237198114395,5.91456317902,0.35115480423,0.288850069046,6.26571798325,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,The girl,0,0,0,1,f,0,314,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.34258413315,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,El barista vació el café que los clientes dejaron en el fregadero cuando dijeron que estaba feo,0,1,1,0,f,0,117,El barista no escuchó las quejas de los clientes.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,28,,,,,,,,,,,,,,,,,,0.500771045685,0.447328090668,0.500771045685,0.334141016006,0.254122972488,0.834912061691,0.333338022232,0.269679069519,1.16825008392,0.300387859344,0.216506958008,1.46863794327,0.38556098938,0.322569847107,1.85419893265,0.384204149246,0.305812120438,2.23840308189,0.334566831589,0.251134872437,2.57296991348,0.317859172821,0.238306045532,2.8908290863,0.298918008804,0.215815067291,3.18974709511,0.285681962967,0.221369981766,3.47542905807,0.317446947098,0.254573822021,3.79287600517,0.31728887558,0.254362106323,4.11016488075,0.267641067505,0.205353021622,4.37780594826,0.401673078537,0.323258876801,4.77947902679,,,,0.317062854767,0.25482916832,5.09654188156,0.283620119095,0.222079992294,5.38016200066,,,,,f,1,0.505009889603,j,1,2.07285404205,,,,None,None,0.350620985031,0.270780086517,5.73078298569,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Los planos del arquitecto tienen un diseño muy creativo ,0,0,1,0,f,0,251,El arquitecto es muy bueno y creativo.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,50,,,,,,,,,,,,,,,,,,0.484531879425,0.435803890228,0.484531879425,0.316310167313,0.253751993179,0.800842046738,0.301108837128,0.252717018127,1.10195088387,0.318978071213,0.271923065186,1.42092895508,0.332932949066,0.287350893021,1.75386190414,0.318413972855,0.255069971085,2.072275877,0.350987195969,0.300890922546,2.42326307297,0.250238895416,0.204629898071,2.67350196838,0.300406932831,0.252545118332,2.97390890121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.74006485939,f,1,1.5579559803,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Cuando la chica cena los platos terminan muy sucios,0,1,1,0,f,0,109,La chica come de manera descuidada.  ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,24,,,,,,,,,,,,,,,,,,0.718171834946,0.66276216507,0.718171834946,0.283472061157,0.237186193466,1.0016438961,0.285357952118,0.237649917603,1.28700184822,0.301299095154,0.2547519207,1.58830094337,0.300084114075,0.254235029221,1.88838505745,0.301187992096,0.254484891891,2.18957304955,0.28354883194,0.238211154938,2.47312188148,0.318269968033,0.256469011307,2.79139184952,0.283223152161,0.237601041794,3.07461500168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.58683514595,f,1,1.27401590347,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,La maestra dejó la bebida que compró en su cartera durante la clase,0,1,1,0,f,0,113,La maestra tomaba la bebida mientras daba la lección.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,26,,,,,,,,,,,,,,,,,,0.600885152817,0.551952123642,0.600885152817,0.316869020462,0.269103050232,0.917754173279,0.284207820892,0.217043161392,1.20196199417,0.301076173782,0.254718065262,1.50303816795,0.316751003265,0.253572940826,1.81978917122,0.250548839569,0.202175140381,2.07033801079,0.319358110428,0.271512985229,2.38969612122,0.316844940186,0.254255056381,2.7065410614,0.301137924194,0.254384994507,3.0076789856,0.351361036301,0.272394180298,3.3590400219,0.334213018417,0.268587112427,3.69325304031,0.250293970108,0.205754041672,3.94354701042,0.366240024567,0.302695989609,4.30978703499,,,,,,,,,,,,,,,,,f,1,0.655205011368,j,1,2.15688896179,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_left,Este año cuando gritaron el grito sonó hasta por las montañas,1,1,0,0,f,0,24,Se escuchó el grito desde lejos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,3,,,,,,,,,,,,,,,,,,0.61868596077,0.582581043243,0.61868596077,0.283849000931,0.221472978592,0.9025349617,0.301289081573,0.2551009655,1.20382404327,0.266164064407,0.201141119003,1.46998810768,0.317404985428,0.26847410202,1.78739309311,0.302272081375,0.255538225174,2.08966517448,0.300182819366,0.254576921463,2.38984799385,0.332895994186,0.288182020187,2.72274398804,0.300958156586,0.235892057419,3.02370214462,0.368944883347,0.302243947983,3.39264702797,0.300812005997,0.239062070847,3.69345903397,,,,,,,,,,,,,,,,,,,,,,,f,1,0.673852205276,f,1,1.69505500793,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Cuando Dora compró la comida se le quedó en el mercado,1,1,1,0,j,1,30,Dora salió del mercado con la comida.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,9,,,,,,,,,,,,,,,,,,0.634946107864,0.572408914566,0.634946107864,0.283646821976,0.203549146652,0.91859292984,0.317136049271,0.253176927567,1.23572897911,0.284639120102,0.236929893494,1.52036809921,0.284232854843,0.20387005806,1.80460095406,0.28422999382,0.238582134247,2.08883094788,0.268661022186,0.223850011826,2.35749197006,0.282853126526,0.220422029495,2.64034509659,0.268280029297,0.221482992172,2.90862512589,0.315988779068,0.269325017929,3.22461390495,0.267011165619,0.218913793564,3.49162507057,,,,,,,,,,,,,,,,,,,,,,,j,1,0.724802017212,j,1,2.40866994858,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_left,Los pasteles en la cocina de los Menéndez son para la fiesta de cumpleaños,0,0,0,1,f,0,232,Los Menéndez van a una fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,31,,,,,,,,,,,,,,,,,,0.634691953659,0.589313983917,0.634691953659,0.301204919815,0.23796415329,0.935896873474,0.28419303894,0.221965074539,1.22008991241,0.283764123917,0.221163988113,1.50385403633,0.267026901245,0.187718153,1.77088093758,0.26845908165,0.189987897873,2.03934001923,0.266304969788,0.186305999756,2.30564498901,0.266938924789,0.201805114746,2.5725839138,0.284307003021,0.217955112457,2.85689091682,0.318372964859,0.271817922592,3.17526388168,0.284274101257,0.22252702713,3.45953798294,0.284137010574,0.222191095352,3.74367499352,0.267477989197,0.202796936035,4.01115298271,0.267611026764,0.188313961029,4.27876400948,,,,,,,,,,,,,,f,1,0.473681926727,f,1,3.99496102333,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Cuando mi madre ayudaba la ropa salía de la lavadora manchada,0,1,1,0,j,0,108,Mi madre arruinó mucha ropa. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,23,,,,,,,,,,,,,,,,,,0.601017951965,0.548774957657,0.601017951965,0.284049987793,0.221805095673,0.885067939758,0.249922990799,0.188306093216,1.13499093056,0.284066915512,0.217319965363,1.41905784607,0.233037948608,0.186424016953,1.65209579468,0.268721103668,0.221603155136,1.92081689835,0.283107042313,0.234950065613,2.20392394066,0.317482948303,0.254329919815,2.52140688896,0.283603906631,0.203160047531,2.80501079559,0.284908056259,0.236570835114,3.08991885185,0.300374984741,0.236322164536,3.39029383659,,,,,,,,,,,,,,,,,,,,,,,j,1,0.671832084656,j,0,1.74047279358,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_left,Después de pintar su casa Julieta tuvo que limpiar,0,0,0,0,f,0,243,Las paredes de la casa están descoloridas. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,42,,,,,,,,,,,,,,,,,,0.617941856384,0.590795993805,0.617941856384,0.233529090881,0.184490919113,0.851470947266,0.266489028931,0.216992139816,1.1179599762,0.217783927917,0.171814918518,1.33574390411,0.250686168671,0.185261964798,1.58643007278,0.217425823212,0.154914855957,1.803855896,0.28440618515,0.238543987274,2.08826208115,0.26581788063,0.218095064163,2.35407996178,0.252486944199,0.204329013824,2.60656690598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.522804021835,j,1,6.61701989174,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_right,Los meseros preparan las verduras en la cocina antes de servirlas,0,0,0,1,j,0,234,Los meseros lavan las verduras.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,33,,,,,,,,,,,,,,,,,,0.66707110405,0.617161989212,0.66707110405,0.301286935806,0.255738973618,0.968358039856,0.217009067535,0.15084695816,1.18536710739,0.217676877975,0.171695947647,1.40304398537,0.233252048492,0.171324014664,1.63629603386,0.216094017029,0.16867685318,1.85239005089,0.234459877014,0.186015844345,2.0868499279,0.267418146133,0.202979803085,2.35426807404,0.250530958176,0.185766935349,2.60479903221,0.233733892441,0.169737815857,2.83853292465,0.301880121231,0.237898111343,3.14041304588,,,,,,,,,,,,,,,,,,,,,,,j,1,1.22576999664,f,1,2.13883495331,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,incongruent_right,El chico toca el violín raro,0,0,1,0,j,0,257,El chico no sabe tocar bien.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,56,,,,,,,,,,,,,,,,,,0.567285060883,0.545237064362,0.567285060883,0.250628948212,0.201152086258,0.817914009094,0.250378847122,0.220601081848,1.06829285622,0.249462127686,0.219631910324,1.3177549839,0.251690864563,0.204194068909,1.56944584846,0.234395027161,0.204904794693,1.80384087563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.734863996506,f,1,1.95725607872,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_left,Mi celular se me rompió cuando se me cayó al piso,0,0,0,1,f,0,252,Mi celular ya está roto.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,51,,,,,,,,,,,,,,,,,,0.582412958145,0.543450117111,0.582412958145,0.250583171844,0.170777082443,0.83299612999,0.28383898735,0.203980922699,1.11683511734,0.284260988235,0.204935789108,1.40109610558,0.234108924866,0.153696060181,1.63520503044,0.25028014183,0.185985088348,1.88548517227,0.284518957138,0.237869024277,2.17000412941,0.300312042236,0.236487150192,2.47031617165,0.250490903854,0.186667203903,2.7208070755,0.269598960876,0.221774101257,2.99040603638,0.282467126846,0.237050056458,3.27287316322,,,,,,,,,,,,,,,,,,,,,,,f,1,0.704359054565,f,1,4.38144183159,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_left,Los novios tomaron vino durante la fiesta,0,0,0,0,f,0,247,Los novios sólo toman cerveza.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,21,21,46,,,,,,,,,,,,,,,,,,0.533013105392,0.502873897552,0.533013105392,0.28394985199,0.218584060669,0.816962957382,0.250916004181,0.203491210938,1.06787896156,0.268841981888,0.238943815231,1.33672094345,0.250759124756,0.205069065094,1.58748006821,0.25021481514,0.20478105545,1.83769488335,0.26703119278,0.220007896423,2.10472607613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.586274862289,j,1,1.10652899742,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Antes de que celebraran la leche se volvió agria,0,1,1,0,f,0,105,Van a tener que comprar más leche.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,22,22,22,,,,,,,,,,,,,,,,,,0.600023984909,0.562350988388,0.600023984909,0.268633842468,0.220628976822,0.868657827377,0.267638206482,0.217385053635,1.13629603386,0.233788013458,0.187707901001,1.37008404732,0.232383966446,0.184888839722,1.60246801376,0.250869989395,0.201362848282,1.85333800316,0.318018913269,0.270579099655,2.17135691643,0.334367990494,0.289344072342,2.50572490692,0.283560037613,0.221035957336,2.78928494453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.655200004578,f,1,1.72350096703,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_left,Las chicas acomodaron la ropa que sus padres les dejaron en su cuarto dentro del clóset antes de dormir,1,1,0,0,f,0,36,Los padres doblaron la ropa para sus hijas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,23,23,15,,,,,,,,,,,,,,,,,,0.602602005005,0.541253805161,0.602602005005,0.299972057343,0.219880104065,0.902574062347,0.302223920822,0.239916801453,1.20479798317,0.250291109085,0.151947975159,1.45508909225,0.266301870346,0.188150167465,1.7213909626,0.267930984497,0.171159982681,1.9893219471,0.282433986664,0.201062917709,2.27175593376,0.302714109421,0.23396897316,2.57447004318,0.317758083344,0.234895944595,2.89222812653,0.300174951553,0.22175693512,3.19240307808,0.300994873047,0.201999187469,3.49339795113,0.299962997437,0.217031002045,3.79336094856,0.302360057831,0.238069057465,4.09572100639,0.300305128098,0.221232175827,4.39602613449,,,,0.317608833313,0.238732099533,4.7136349678,0.299785137177,0.202842950821,5.01342010498,,,,,f,1,0.622213125229,j,0,2.2428650856,,,,None,None,0.318318843842,0.237519979477,5.33173894882,0.333143949509,0.249377965927,5.66488289833,0.302045106888,0.221815109253,5.96692800522,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Tere colocó la prueba que la Sra. Martín le dejó en su mochila sin mirar la nota,0,1,1,0,j,0,116,A Tere le importó mucho su nota.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,24,24,27,,,,,,,,,,,,,,,,,,0.551236152649,0.437922000885,0.551236152649,0.250483989716,0.186192035675,0.801720142365,0.250832796097,0.186472892761,1.05255293846,0.317800998688,0.235211849213,1.37035393715,0.351024150848,0.254204034805,1.721378088,0.350801944733,0.284331083298,2.07218003273,0.285229921341,0.222794055939,2.35740995407,0.299427032471,0.219825029373,2.65683698654,0.368261098862,0.268530130386,3.0250980854,0.316936016083,0.220577955246,3.34203410149,0.301203012466,0.187460184097,3.64323711395,0.317728996277,0.205097913742,3.96096611023,0.316888809204,0.221050024033,4.27785491943,0.284105062485,0.170357942581,4.56195998192,,,,0.317654132843,0.20444893837,4.87961411476,0.351059913635,0.250101089478,5.2306740284,,,,,j,1,0.703809022903,j,1,1.55595898628,,,,None,None,0.350531101227,0.270614862442,5.58120512962,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Después de que hablaron el helado se derritió rápido,0,1,1,0,f,0,101,Hacía mucho frío.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,25,25,20,,,,,,,,,,,,,,,,,,0.54952788353,0.483545064926,0.54952788353,0.233096122742,0.16986989975,0.782624006271,0.267768859863,0.189971923828,1.05039286613,0.26771903038,0.203267097473,1.31811189651,0.266946077347,0.218818902969,1.58505797386,0.318633079529,0.271312952042,1.90369105339,0.283205986023,0.235826015472,2.18689703941,0.26899600029,0.223201990128,2.4558930397,0.265952825546,0.203874111176,2.72184586525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.606618881226,j,1,1.64343595505,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Cuando la artista pintó el cuadro cayó de la pared,1,1,1,0,f,1,27,El cuadro está colgado firmemente.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,26,26,6,,,,,,,,,,,,,,,,,,0.534806013107,0.462530136108,0.534806013107,0.268560171127,0.206669092178,0.803366184235,0.233273983002,0.172643184662,1.03664016724,0.267866849899,0.223182916641,1.30450701714,0.282788038254,0.218269109726,1.58729505539,0.284223079681,0.219029188156,1.87151813507,0.302070856094,0.255731105804,2.17358899117,0.300238132477,0.255198955536,2.47382712364,0.301218986511,0.252260923386,2.77504611015,0.267069101334,0.221945047379,3.04211521149,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.586138963699,j,1,1.39229083061,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_left,Carlos solo cultiva verduras en el jardín que tiene en casa,0,0,0,0,f,0,235,Carlos no compra muchas verduras en el supermercado.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,27,27,34,,,,,,,,,,,,,,,,,,0.633955001831,0.590282917023,0.633955001831,0.251438140869,0.204771995544,0.8853931427,0.23322892189,0.188797950745,1.11862206459,0.268112897873,0.22109913826,1.38673496246,0.250804185867,0.205235958099,1.63753914833,0.250321865082,0.205738067627,1.88786101341,0.267164945602,0.222046136856,2.15502595901,0.250974178314,0.20476102829,2.40600013733,0.267174005508,0.218068122864,2.67317414284,0.233327865601,0.184457063675,2.90650200844,0.267199039459,0.218513011932,3.1737010479,,,,,,,,,,,,,,,,,,,,,,,f,1,0.653881788254,j,0,4.96510601044,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Los chicos pusieron el pollo que su mamá preparó en el horno en la mesa antes de comer,1,1,1,0,f,1,39,La mamá preparó la comida en la mesa.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,28,28,18,,,,,,,,,,,,,,,,,,0.600755214691,0.552819013596,0.600755214691,0.250286817551,0.172600984573,0.851042032242,0.25120306015,0.188803911209,1.10224509239,0.250427961349,0.189200878143,1.35267305374,0.267616987228,0.202975034714,1.62029004097,0.250069141388,0.171185016632,1.87035918236,0.300062894821,0.21915102005,2.17042207718,0.302144050598,0.238467931747,2.47256612778,0.282814979553,0.220589876175,2.75538110733,0.301770925522,0.22212100029,3.05715203285,0.284379005432,0.20120882988,3.34153103828,0.250481128693,0.189139127731,3.59201216698,0.249654054642,0.186104059219,3.84166622162,0.317562818527,0.251425981522,4.15922904015,,,,0.267109155655,0.202447891235,4.4263381958,0.302322864532,0.23769402504,4.72866106033,,,,,f,1,0.589604854584,f,0,2.77336716652,,,,None,None,0.26686501503,0.204215049744,4.99552607536,0.267329931259,0.204322099686,5.26285600662,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
