practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_13,IRI_FL_13,space_13,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,session,participant,level,frameRate,expName,date,group,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Cuando la participante adivinó la respuesta apareció en la pantalla,1,1,1,0,f,1,28,La participante está en un concurso.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,0.430546045303,0.378957986832,0.430546045303,0.217174053192,0.1557970047,0.647720098495,,,,,,,,f,1,0.66958117485,0.200418949127,0.138421058655,0.848139047623,0.317491054535,0.254414796829,1.16563010216,0.633841991425,0.569175004959,1.79947209358,0.452394962311,0.39047908783,2.25186705589,f,1,3.94530797005,,0.384817123413,0.322469949722,2.63668417931,0.484743833542,0.418184041977,3.12142801285,0.399348974228,0.336300134659,3.52077698708,0.468913078308,0.401457071304,3.98969006538,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Toni dejó los zapatos que compró en su cuarto cuando volvió,0,1,1,0,j,0,111,Toni solo compró pantalones.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,25,,,,,,,,,,,,,,,,0.199340820312,0.159049034119,0.199340820312,0.350157976151,0.287670850754,0.549498796463,,,,,,,,j,1,0.607866048813,0.185344219208,0.138141155243,0.734843015671,0.315654993057,0.252303123474,1.05049800873,0.436918020248,0.389910936356,1.48741602898,0.700097799301,0.638992071152,2.18751382828,j,1,3.34472489357,,0.652606010437,0.604983091354,2.84011983871,0.417775154114,0.356136798859,3.25789499283,0.334066867828,0.273245811462,3.59196186066,0.365503072739,0.317978858948,3.9574649334,0.318026065826,0.26958990097,4.27549099922,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Después de que salieron la casa se quedó muy limpia,0,1,1,0,f,0,102,Todavía deben limpiar la casa.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,20,,,,,,,,,,,,,,,,0.066694021225,0.0364520549774,0.066694021225,0.400495052338,0.337022066116,0.467189073563,,,,,,,,f,1,0.95667219162,0.250226020813,0.204370975494,0.717415094376,0.301241874695,0.255434989929,1.01865696907,0.433542013168,0.387323141098,1.45219898224,0.43554019928,0.388074874878,1.88773918152,j,1,2.07662701607,,0.349344968796,0.285663127899,2.23708415031,0.451463937759,0.39936208725,2.68854808807,0.385632038116,0.337316989899,3.07418012619,0.366025924683,0.317437887192,3.44020605087,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,single_left,Siempre que da un concierto la artista canta sus canciones más conocidas,0,0,0,1,f,0,240,La artista siempre canta sus canciones recien salidas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,39,,,,,,,,,,,,,,,,0.4486348629,0.40410399437,0.4486348629,0.233934164047,0.167361021042,0.682569026947,,,,,,,,f,1,0.61940908432,0.335899829865,0.270891189575,1.01846885681,0.367908000946,0.305117845535,1.38637685776,0.417946100235,0.353862047195,1.80432295799,0.43234205246,0.366412162781,2.23666501045,j,1,2.713285923,,0.352651834488,0.301898002625,2.58931684494,0.434650182724,0.372225046158,3.02396702766,0.28400182724,0.221143960953,3.3079688549,0.415966033936,0.351036071777,3.72393488884,0.352306127548,0.288400888443,4.07624101639,0.301707983017,0.237883806229,4.3779489994,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,B,congruent_left,No aceptaron a las mujeres en el club por sus prejuicios,0,0,0,0,f,0,259,Las mujeres tenían muchos prejuicios.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,58,,,,,,,,,,,,,,,,0.132613897324,0.095901966095,0.132613897324,0.384054899216,0.338824033737,0.516668796539,,,,,,,,f,1,0.407346963882,0.250752210617,0.189253807068,0.767421007156,0.384663820267,0.323203086853,1.15208482742,0.333969116211,0.270852088928,1.48605394363,0.384551048279,0.335959911346,1.87060499191,j,1,3.81503915787,,0.301335811615,0.255598068237,2.17194080353,0.415899991989,0.368840932846,2.58784079552,0.501069068909,0.452293872833,3.08890986443,0.368670940399,0.316920995712,3.45758080482,0.485737085342,0.435416936874,3.94331789017,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_right,a,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.641113042831,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Mientras el maestro tocaba el violín resonaba por todo el salón,1,1,1,0,j,1,25,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,4,,,,,,,,,,,,,,,,0.132961034775,0.0987539291382,0.132961034775,0.417578935623,0.356877088547,0.550539970398,,,,,,,,f,0,0.389010906219,0.234027862549,0.171149015427,0.784567832947,0.334380149841,0.267578125,1.11894798279,0.332540035248,0.267299890518,1.45148801804,0.484588861465,0.43492603302,1.9360768795,j,1,3.16014504433,,0.435506105423,0.387965917587,2.37158298492,0.401401996613,0.339524030685,2.77298498154,0.367286920547,0.303357124329,3.14027190208,0.735881090164,0.672684907913,3.87615299225,1.18622684479,1.12242794037,5.06237983704,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,B,congruent_right,Cuando mi hermana maneja el carro mi papá camina a la oficina,0,0,0,0,j,0,237,Mi hermana tiene su propio carro.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,36,,,,,,,,,,,,,,,,0.550575971603,0.515245914459,0.550575971603,0.250030994415,0.20417881012,0.800606966019,,,,,,,,j,1,1.10879898071,0.318676948547,0.271910905838,1.11928391457,0.365386009216,0.299821853638,1.48466992378,0.285804033279,0.237394094467,1.77047395706,0.384181022644,0.338594913483,2.15465497971,j,1,5.487169981,,0.368086099625,0.306089162827,2.52274107933,0.501070976257,0.455826997757,3.02381205559,0.300271987915,0.253566980362,3.3240840435,0.317885875702,0.255901098251,3.6419699192,0.333420038223,0.254058122635,3.97538995743,0.385473012924,0.338165998459,4.36086297035,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,single_left,"En la oficina había dos empleados, un periodista y un fotógrafo ",0,0,0,1,f,0,256,Había cuatro personas en la oficina.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,55,,,,,,,,,,,,,,,,0.166487932205,0.127594947815,0.166487932205,0.349895000458,0.28593993187,0.516382932663,,,,,,,,f,1,0.724802017212,0.18497800827,0.139430046082,0.701360940933,0.250002145767,0.187644958496,0.9513630867,0.3012778759,0.219417095184,1.2526409626,0.250143051147,0.188729047775,1.50278401375,j,0,7.40688180923,,0.267498016357,0.205836772919,1.77028203011,0.601922035217,0.53926897049,2.37220406532,0.701640844345,0.635396003723,3.07384490967,0.351610183716,0.305883169174,3.42545509338,0.382203817368,0.316484928131,3.80765891075,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Después de que corrí el maratón no me parecía tan imposible,1,1,1,0,j,1,21,Me sentí mejor corriendo el maratón que anticipaba.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,0,,,,,,,,,,,,,,,,0.366899967194,0.330374002457,0.366899967194,0.232377052307,0.185637950897,0.599277019501,,,,,,,,j,1,0.656785964966,0.234885931015,0.164091825485,0.834162950516,0.300556898117,0.254848003387,1.13471984863,0.284801959991,0.217210054398,1.41952180862,0.300579071045,0.256137132645,1.72010087967,f,1,4.65012979507,,0.299484968185,0.23317193985,2.01958584785,0.436113119125,0.385159015656,2.45569896698,0.451081037521,0.388732910156,2.9067800045,0.284651994705,0.235316991806,3.19143199921,0.350047826767,0.30574297905,3.54147982597,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,B,congruent_left,Los chicos pusieron el pollo que su mamá preparó en el horno en la mesa antes de comer,1,1,0,0,f,0,39,La mamá preparó la comida en la mesa.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,18,,,,,,,,,,,,,,,,0.148259878159,0.0968949794769,0.148259878159,0.436900138855,0.372935056686,0.585160017014,,,,,,,,f,1,0.805078983307,0.183471918106,0.105432987213,0.76863193512,0.249350070953,0.170611143112,1.01798200607,0.417869091034,0.304532051086,1.43585109711,0.300446987152,0.203797101974,1.73629808426,j,1,3.43015384674,,0.419057846069,0.30549788475,2.15535593033,0.652344942093,0.541157007217,2.80770087242,0.434553146362,0.356290102005,3.24225401878,0.366225004196,0.286196947098,3.60847902298,0.368730068207,0.289168119431,3.97720909119,0.501453876495,0.422754049301,4.47866296768,0.835232973099,0.753348827362,5.31389594078,,,None,None,0.433721065521,0.353546142578,5.7476170063,0.467875003815,0.404432058334,6.21549201012,1.65324091911,1.59060716629,7.86873292923,0.519005060196,0.450997114182,8.38773798943,0.368927955627,0.289139986038,8.75666594505,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,B,congruent_right,Cuando Dora compró la comida se le quedó en el mercado,1,1,0,0,j,0,30,Dora salió del mercado con la comida.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,9,,,,,,,,,,,,,,,,0.30010008812,0.248093128204,0.30010008812,0.417726993561,0.354922056198,0.71782708168,,,,,,,,j,1,0.604480028152,0.351357936859,0.287732839584,1.06918501854,0.450476884842,0.387208938599,1.51966190338,0.335644006729,0.271405220032,1.85530591011,0.45041012764,0.388958930969,2.30571603775,j,1,2.19165992737,,0.299650907516,0.251301050186,2.60536694527,0.403862953186,0.355214118958,3.00922989845,0.416884183884,0.372786998749,3.42611408234,0.317506790161,0.255796909332,3.7436208725,0.617140054703,0.569702863693,4.3607609272,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,B,congruent_left,La arquitecta puso los planos que sus compañeros le dejaron en su oficina encima de la mesa para verlos bien,1,1,0,0,f,0,35,La arquitecta sacó los planos de su bolsa.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,14,,,,,,,,,,,,,,,,0.50137090683,0.441558122635,0.50137090683,0.182754993439,0.101827859879,0.684125900269,,,,,,,,f,1,0.539552927017,0.552947044373,0.472743988037,1.23707294464,0.350998878479,0.272213935852,1.58807182312,0.532984018326,0.454486131668,2.12105584145,0.402567148209,0.306416988373,2.52362298965,j,1,2.44008207321,,0.416333913803,0.336496829987,2.93995690346,0.369091033936,0.285848140717,3.30904793739,0.365956068039,0.285362005234,3.67500400543,0.403045892715,0.324023008347,4.07804989815,0.549474954605,0.470839977264,4.62752485275,0.334166049957,0.25292301178,4.96169090271,0.434713125229,0.352429866791,5.39640402794,,,None,None,0.502728939056,0.421339988708,5.899132967,0.500705957413,0.417225837708,6.39983892441,0.434765100479,0.353166818619,6.83460402489,0.333313941956,0.253638982773,7.16791796684,0.36949801445,0.288119077682,7.53741598129,0.381978034973,0.302551984787,7.91939401627,0.436326980591,0.356270074844,8.35572099686,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.725645065308,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,single_right,Después de preparar el desayuno Pedro limpia bien la cocina,0,0,0,1,j,0,238,Pedro no deja la cocina sucia.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,21,21,37,,,,,,,,,,,,,,,,0.468485116959,0.422183990479,0.468485116959,0.417692899704,0.371266126633,0.886178016663,,,,,,,,j,1,0.656440973282,0.350369930267,0.28551197052,1.23654794693,0.367328166962,0.287099838257,1.60387611389,0.402372837067,0.324560880661,2.00624895096,0.417531967163,0.351931810379,2.42378091812,f,1,2.84618997574,,0.434237003326,0.389187097549,2.85801792145,0.484266996384,0.420018911362,3.34228491783,0.401090145111,0.337924957275,3.74337506294,0.468245029449,0.387810945511,4.21162009239,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,B,congruent_right,Mientras el novio pagaba el diamante se le cayó al piso,1,1,0,0,j,0,26,La esposa dejó caer el diamante al piso.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,22,22,5,,,,,,,,,,,,,,,,0.134731054306,0.105333089828,0.134731054306,0.484923839569,0.438961982727,0.619654893875,,,,,,,,j,1,0.719882965088,0.284343004227,0.238387107849,0.903997898102,0.284016132355,0.235748052597,1.18801403046,0.300695896149,0.24093413353,1.48870992661,0.968254089355,0.904265165329,2.45696401596,f,0,8.51253700256,,0.685813903809,0.637084007263,3.14277791977,0.383073091507,0.336057186127,3.52585101128,0.501612901688,0.453060150146,4.02746391296,0.418572187424,0.36798286438,4.44603610039,0.401922941208,0.356209993362,4.8479590416,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,305,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,23,23,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.76953291893,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Los planos del arquitecto tienen un diseño muy creativo ,0,0,1,0,f,0,251,El arquitecto es muy bueno y creativo.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,24,24,50,,,,,,,,,,,,,,,,0.0823340415955,0.0413219928741,0.0823340415955,0.417505025864,0.337556838989,0.499839067459,,,,,,,,f,1,1.0561568737,0.283935785294,0.219295024872,0.783774852753,0.301329135895,0.256241083145,1.08510398865,0.350107908249,0.304493904114,1.4352118969,0.400750160217,0.317696094513,1.83596205711,f,1,3.29360198975,,0.368745803833,0.320943117142,2.20470786095,0.500367164612,0.435312986374,2.70507502556,0.385933876038,0.337808132172,3.0910089016,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,B,congruent_left,"Entre los amigos en la fiesta de Luis estaban sus hermanos, Marisa y Germán ",0,0,0,0,f,0,255,María y Germán son amigos de Luis.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,25,25,54,,,,,,,,,,,,,,,,0.198817968369,0.144922018051,0.198817968369,0.300040960312,0.235584974289,0.49885892868,,,,,,,,f,1,0.636348962784,0.301203966141,0.204024076462,0.800062894821,0.284013032913,0.183927059174,1.08407592773,0.317384958267,0.25349187851,1.401460886,0.302411079407,0.204978942871,1.70387196541,f,1,5.71598911285,,0.250828027725,0.172894001007,1.95469999313,0.417000055313,0.339208126068,2.37170004845,0.501080989838,0.435714006424,2.87278103828,0.266961812973,0.170931816101,3.13974285126,0.35163807869,0.255604982376,3.49138092995,0.384553909302,0.30485200882,3.87593483925,0.418648004532,0.355237007141,4.29458284378,,,None,None,0.568201065063,0.456734895706,4.86278390884,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,26,26,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.722453117371,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,single_left,La estudiante lista adivinó la respuesta correcta primero,0,0,0,1,f,0,248,La estudiante fue la primera en responder. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,27,27,47,,,,,,,,,,,,,,,,0.46569108963,0.43391084671,0.46569108963,0.316862821579,0.253119945526,0.782553911209,,,,,,,,f,1,0.689186096191,0.352337121964,0.303681850433,1.13489103317,0.366095066071,0.317804098129,1.50098609924,0.35311794281,0.304980993271,1.85410404205,0.366645097733,0.320862054825,2.22074913979,f,1,5.1659591198,,0.434771776199,0.388984918594,2.65552091599,0.434616088867,0.388601064682,3.09013700485,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,28,28,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,1.19117712975,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_left,a,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,29,29,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.641325950623,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,30,30,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.488333940506,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,B,congruent_right,Después de hacer la tarea Pilar volvió a jugar videojuegos,0,0,0,0,j,0,241,A Pilar le gustan los videojuegos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,31,31,40,,,,,,,,,,,,,,,,0.599742889404,0.565271854401,0.599742889404,0.318017959595,0.271172046661,0.917760848999,,,,,,,,j,1,0.574245929718,0.384787082672,0.318856954575,1.30254793167,0.283332109451,0.200484991074,1.58588004112,0.334893941879,0.289331912994,1.920773983,0.332262992859,0.267592191696,2.25303697586,f,1,2.92616701126,,0.336368083954,0.289281845093,2.58940505981,0.551567792892,0.50625705719,3.14097285271,0.316009998322,0.254338979721,3.45698285103,0.402469158173,0.353270053864,3.8594520092,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,302,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,32,32,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.469159841537,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,single_right,Los meseros preparan las verduras en la cocina antes de servirlas,0,0,0,1,j,0,234,Los meseros lavan las verduras.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,33,33,33,,,,,,,,,,,,,,,,0.483713150024,0.444998025894,0.483713150024,0.267304897308,0.219851016998,0.751018047333,,,,,,,,j,1,0.455895900726,0.300401926041,0.253047943115,1.05141997337,0.384361982346,0.336576938629,1.43578195572,0.352160215378,0.304744958878,1.7879421711,0.768072843552,0.701790809631,2.55601501465,f,1,6.28821778297,,0.569149971008,0.522854089737,3.12516498566,0.448805093765,0.385650157928,3.57397007942,0.402478933334,0.353957891464,3.97644901276,0.384232997894,0.338841915131,4.36068201065,0.417941093445,0.337906122208,4.7786231041,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,single_left,Cuando era niño mi papá quería ser arquitecto,0,0,0,1,f,0,244,Mi papá quería ser mecánico cuando era menor.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,34,34,43,,,,,,,,,,,,,,,,0.115880966187,0.0854570865631,0.115880966187,0.417470932007,0.370164871216,0.533351898193,,,,,,,,f,1,0.704438209534,0.215748071671,0.168496847153,0.749099969864,0.250250101089,0.202095031738,0.999350070953,0.318641901016,0.269284963608,1.31799197197,0.335501909256,0.284789085388,1.65349388123,j,1,2.6084690094,,0.30050611496,0.254648923874,1.95399999619,0.349253892899,0.285757064819,2.30325388908,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Mientras el padre rezaba la biblia antigua se le cayó al piso,0,1,1,0,j,0,107,El padre no es muy religioso.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,35,35,23,,,,,,,,,,,,,,,,0.516185998917,0.472518920898,0.516185998917,0.235114812851,0.189655065536,0.751300811768,,,,,,,,j,1,0.638849020004,0.299093008041,0.23476099968,1.05039381981,0.300995111465,0.252812862396,1.35138893127,0.285367012024,0.236757040024,1.6367559433,0.367939949036,0.318218946457,2.00469589233,j,1,2.87844181061,,0.902583122253,0.840137004852,2.90727901459,0.734462022781,0.671024084091,3.64174103737,0.385032892227,0.339518070221,4.0267739296,0.38392996788,0.323879003525,4.41070389748,0.351490020752,0.284590959549,4.76219391823,0.418107032776,0.3558781147,5.180300951,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,single_left,La estudiante se encontró con su profesora para calmar su preocupación ,0,0,0,1,f,0,260,La profesora estaba muy preocupada.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,36,36,59,,,,,,,,,,,,,,,,0.132915973663,0.0944120883942,0.132915973663,0.333525180817,0.254518985748,0.46644115448,,,,,,,,f,1,0.588521957397,0.351927995682,0.2884349823,0.818369150162,0.36819601059,0.289761066437,1.18656516075,0.283768892288,0.222041845322,1.47033405304,0.366779088974,0.300696134567,1.83711314201,j,0,9.69914317131,,0.333937883377,0.270606994629,2.17105102539,0.385596990585,0.33527302742,2.55664801598,0.283828020096,0.205976963043,2.84047603607,0.434976100922,0.370160102844,3.27545213699,0.501118898392,0.439968109131,3.77657103539,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
